english_text,tatar_text
"They get rich when you 're healthy , not sick .","Син авырганда түгел, ә сәламәт булганда алар баеп китәләр."
Just look at Google Maps here .,Монда Google Maps-ка карагыз әле.
"During heavy rain , water seeps into the earth and forms ground water when it meets layers of impervious rock .","Көчле яңгыр вакытында су җиргә сеңә һәм су үткәрми торган токым катламнарына очрагач, грунт суларын барлыкка китерә."
This country is called Russia .,Bu il Rusiä dip atala.
"With short biographies and reprints of ten works ( Tribune articles July 9 to July 13 , 2008 ) .","Кыскача биографияләр һәм ун әсәрнең яңадан басылып чыккан нөсхәләре белән (""Трибуна"" мәкаләләре, 2008 елның 9 июленнән 13 июленә кадәр)."
But the supply is even larger .,Ләкин тәкъдим тагын да зуррак.
"1992 Falstaff by Giuseppe Verdi , Teatro Colón .","1992 Джузеппе Вердиның ""Фальстаф""ы, ""Колон"" театры."
You may not be valued in London ... .. but it 's a different matter here .,Лондонда синең кадерең булмаска мөмкин ... .. әмма монда эш бөтенләй башкача.
Will there be a sequential translation into other languages ?,Башка телләргә эзлекле тәрҗемә булачакмы?
"The road to space for us was “ blinded ” , we have n't committed there any sins . — Or maybe God , as before , us saved , to become the creator of the peace ? !","Безнең өчен галәмгә юл «сукыр» иде, без анда бернинди гөнаһ кылмадык. — Яки, бәлки, Алла, элеккечә, безне тынычлык иҗат итүче булыр өчен саклагандыр?!"
"Having been raised in multilingual and multicultural environments , languages are definitely her thing .","Күп телле һәм күп мәдәниятле мохиттә үскәнгә күрә, телләр һичшиксез аның яраткан шөгыле."
- Your Majesty ...,Галиҗәнап ...
Whether this tray icon has a tooltip,Бу трей билгесенең искәртмәсе бармы-юкмы икәнлеге
"IPv4 : 23,552 addresses allocated , 32.9 per 1000 people ( 2012 ) .","IPv4: 23 552 адрес бүлеп бирелгән, 1000 кешегә 32,9 (2012)."
"Insufficient memory to load image , try exiting some applications to free memory","Рәсемне йөкләү өчен хәтер җитми, хәтерне бушату өчен кайбер кушымталардан чыгып карагыз"
We want you to ever remember that you hold the most passionate attachment of our heart .,Безнең йөрәгебездәге иң көчле мәхәббәтнең сезгә карата булуын һәрвакыт истә тотуыгызны телибез.
Your efforts will one day bear fruit .,Синең тырышлыкларың беркөнне җимеш бирәчәк.
"Staff Directory , Stafford Township .","Хезмәткәрләр белешмәлеге, Стаффорд Тауншип."
I 'm looking for you .,Мин сине эзлим.
What is wrong now ?,Хәзер нәрсә булды?
"Swedish Army entered Warsaw on September 8 , 1655 .",Швед армиясе 1655 елның 8 сентябрендә Варшавага керде.
He sold the plantation in 1906 because of debt .,Ул 1906 елда бурычлары аркасында плантацияне саткан.
Evidence for global warming includes a recent string of very warm years .,Глобаль җылынуның дәлилләре арасында соңгы елларның бик җылы булуы да бар.
I 'm starting to think otherwise .,Мин башкача уйлый башлыйм.
It lies in the water catchment areas of three waterways .,Ул өч су юлының су җыю бассейннарында урнашкан.
"They ( i.e. the gentiles ) cast their fear upon us , while the horsemen inflict us .","Алар (ягъни кәферләр) безгә курку салалар, ә җайдаклар безгә зыян китерәләр."
"Donkey Skin , producer Vasile Manta .","""Ишәк тиресе"", продюсеры Василе Манта."
"During the series ' run Hudson appeared in Showdown ( 1973 ) , a Western with Dean Martin and Embryo ( 1976 ) , a science fiction film .",Сериал барган вакытта Хадсон Дин Мартин белән «Showdown» (1973) вестернында һәм «Embryo» (1976) фәнни-фантастик фильмында төшә.
Ordnance Survey ( 1933 ) .,Ordnance Survey ( 1933 ) .
"May 26 , 1997 - Page 34 . by Lori Leister "" Orchestras "" .","1997 елның 26 мае - 34 бит. Лори Лейстер, ""Оркестрлар""."
Do you need this book ?,Сиңа бу китап кирәкме?
And who gets them ?,Ә алар кемгә эләгә?
"The NASL received full sanctioning from the United States Soccer Federation on March 3 , 2012 at their annual meeting .",NASL 2012 елның 3 мартында АКШ Футбол федерациясенең еллык җыелышында тулы санкция алды.
It is found in Senegal and Guinea .,Ул Сенегал һәм Гвинеядә очрый.
You 've got to push through shyness and self- doubt .,Оялчанлыкны һәм үз-үзеңә шикләнүне җиңәргә кирәк.
"Personal union with the United Kingdom from 1801 to 1807 and again from 1814 to 1837 , when differing succession laws resulted in Queen Victoria ascending the British throne and her uncle Ernest Augustus that of Hanover .","1801-1807 елларда һәм кабат 1814-1837 елларда Бөекбритания белән шәхси униядә тора, ләкин тәхет варислыгы кануннарындагы аермалар аркасында Королева Виктория Британия тәхетенә, ә аның агасы Эрнст Август Ганновер тәхетенә утыра."
